          Spillage                  T               Loss
    0   0.00710008060560   0.03810839354992   0.00711428094655
    1   0.00751257920638   0.03701235726476   0.00752637116238
    2   0.00712043559179   0.03614596277475   0.00713390437886
    3   0.00718520069495   0.03545476123691   0.00719841197133
    4   0.00730848312378   0.03482473641634   0.00732145970687
    5   0.00722824549302   0.03428076952696   0.00724101951346
    6   0.00711834942922   0.03377801924944   0.00713093578815
    7   0.00709616625682   0.03327234834433   0.00710856448859
    8   0.00714133167639   0.03274888545275   0.00715353479609
    9   0.00717636942863   0.03222190216184   0.00718837603927
   10   0.00716131413355   0.03170175850391   0.00717312702909
   11   0.00711955642328   0.03119393810630   0.00713118026033
   12   0.00709254527465   0.03070355020463   0.00710398610681
   13   0.00709237670526   0.03023207932711   0.00710364198312
   14   0.00711028277874   0.02977772429585   0.00712137855589
   15   0.00711878156289   0.02933637611568   0.00712971296161
   16   0.00711300969124   0.02890020981431   0.00712377857417
   17   0.00709748780355   0.02845929935575   0.00710809230804
   18   0.00708540761843   0.02800634875894   0.00709584355354
   19   0.00708519434556   0.02754090540111   0.00709545658901
   20   0.00708889449015   0.02706815674901   0.00709898071364
   21   0.00709122419357   0.02659646049142   0.00710113486275
   22   0.00708728050813   0.02613473683596   0.00709701888263
   23   0.00708180665970   0.02569155208766   0.00709138019010
   24   0.00707577168941   0.02527447789907   0.00708518968895
   25   0.00707491254434   0.02488922700286   0.00708418712020
   26   0.00707676028833   0.02453918196261   0.00708590401337
   27   0.00707661127672   0.02422462031245   0.00708563812077
   28   0.00707478309050   0.02394234389067   0.00708370469511
   29   0.00707069551572   0.02368659526110   0.00707952165976
   30   0.00706805801019   0.02344923466444   0.00707679567859
   31   0.00706814229488   0.02321958541870   0.00707679428160
   32   0.00706872344017   0.02298686094582   0.00707728881389
   33   0.00706820189953   0.02274328283966   0.00707667646930
   34   0.00706654787064   0.02248737961054   0.00707492744550
   35   0.00706619024277   0.02222197875381   0.00707447063178
   36   0.00706427311525   0.02195298671722   0.00707245338708
   37   0.00706406449899   0.02168779447675   0.00707214605063
   38   0.00706363702193   0.02143272385001   0.00707162357867
   39   0.00706208730116   0.02119340375066   0.00706998445094
   40   0.00706194341183   0.02097276039422   0.00706975860521
   41   0.00706105912104   0.02077084966004   0.00706879887730
   42   0.00706062698737   0.02058601006866   0.00706829782575
   43   0.00706101953983   0.02041449397802   0.00706862658262
   44   0.00705996667966   0.02025158703327   0.00706751272082
   45   0.00705982232466   0.02009235136211   0.00706730922684
   46   0.00705875968561   0.01993281021714   0.00706618698314
   47   0.00705845141783   0.01977120712399   0.00706581864506
   48   0.00705645466223   0.01960721984506   0.00706376088783
   49   0.00705787539482   0.01944269426167   0.00706512015313
   50   0.00705617666245   0.01927892863750   0.00706336041912
   51   0.00705551588908   0.01911797001958   0.00706263957545
   52   0.00705521786585   0.01896214112639   0.00706228381023
   53   0.00705378735438   0.01881214231253   0.00706079741940
   54   0.00705394661054   0.01866751536727   0.00706090265885
   55   0.00705319130793   0.01852892339230   0.00706009566784
   56   0.00705277919769   0.01839636825025   0.00705963419750
   57   0.00705270469189   0.01826872117817   0.00705951219425
   58   0.00705254590139   0.01814690046012   0.00705930776894
   59   0.00705205416307   0.01802892610431   0.00705877225846
   60   0.00705164158717   0.01791585050523   0.00705831730738
   61   0.00705005740747   0.01780688390136   0.00705669261515
   62   0.00705042481422   0.01770308427513   0.00705702137202
   63   0.00704996800050   0.01760396920145   0.00705652777106
   64   0.00705009698868   0.01750893145800   0.00705662136897
   65   0.00704937661067   0.01741768047214   0.00705586699769
   66   0.00704987859353   0.01732789352536   0.00705633545294
   67   0.00704743945971   0.01724098622799   0.00705386372283
   68   0.00704798614606   0.01715746708214   0.00705437967554
   69   0.00704591954127   0.01707824133337   0.00705228326842
   70   0.00704885041341   0.01700195111334   0.00705518573523
   71   0.00704863155261   0.01692673936486   0.00705493893474
   72   0.00704655051231   0.01685347408056   0.00705283042043
   73   0.00704552745447   0.01678082533181   0.00705178035423
   74   0.00704634189606   0.01670806854963   0.00705256778747
   75   0.00704557215795   0.01663565449417   0.00705177104101
   76   0.00704504037276   0.01656582206488   0.00705121317878
   77   0.00704527413473   0.01650471054018   0.00705142412335
   78   0.00704564666376   0.01645237766206   0.00705177709460
   79   0.00704493606463   0.01641073636711   0.00705105112866
   80   0.00704713165760   0.01637783087790   0.00705323461443
   81   0.00704491650686   0.01635242253542   0.00705100968480
